brand,name,modelNo,price,box,papers,year,product_code,watchFinder_warranty,case_size,case_material,movement,bracelet_material,dial_type,water_resistance,location
Rolex,Datejust,116200,"£7,035",Yes,Yes,2010,246574,24 months,36 MM,Steel,Automatic,"Steel (Oyster)",Black Baton,100 metres,Call to view
